City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
267,Antsiranana,-12.2787,49.2917,28.42,89,75,3.09,MG,1707490208
268,Lubny,50.0163,32.9969,-0.31,86,100,4.32,UA,1707490208
269,Waldbrol,50.8833,7.6167,13.31,87,100,4.39,DE,1707490208
270,Haiku-Pauwela,20.9219,-156.3051,21.69,86,0,2.06,US,1707490208
271,Byron Center,42.8122,-85.7228,8.63,72,20,6.69,US,1707490209
272,Queenstown,-31.8976,26.8753,32.36,15,13,7.47,ZA,1707490209
273,Ormond-By-The-Sea,29.3491,-81.0665,18.94,92,75,0.89,US,1707490209
274,Tarko-Sale,64.9225,77.785,-13.47,98,100,4.23,RU,1707490209
275,Alto Araguaia,-17.3147,-53.2153,31.29,50,99,1.42,BR,1707490209
276,Gumushacikoy,40.8731,35.2147,13.18,63,17,2.88,TR,1707490210
277,Yaren,-0.5472,166.916,28.29,75,99,5.5,NR,1707489993
278,Gamay,12.3854,125.2979,24.83,88,6,3.27,PH,1707490210
279,Yunguyo,-16.25,-69.0833,11.48,58,62,2.9,PE,1707490210
280,Sopela,43.3789,-2.9831,17.88,53,20,5.66,ES,1707490210
281,Ust-Nera,64.5667,143.2,-37.35,100,79,1.16,RU,1707490210
282,Santa Terezinha,-29.9002,-50.0904,27.57,77,3,4.62,BR,1707490211
283,Flekkefjord,58.2971,6.6607,-5.06,70,100,10.74,NO,1707490211
284,Reyes,-14.3167,-67.3833,28.98,84,75,2.06,BO,1707490211
285,Kongolo,-5.3833,27.0,29.92,73,60,1.05,CD,1707490211
286,Franceville,-1.6333,13.5836,33.25,52,75,2.33,GA,1707490212
287,Manaure,11.7751,-72.4445,28.77,56,4,5.86,CO,1707490212
288,Lashio,22.9333,97.75,13.49,57,12,0.84,MM,1707490212
289,Wenatchee,47.4235,-120.3103,5.21,74,100,3.6,US,1707490212
290,Hami,42.8,93.45,-1.92,64,0,2.93,CN,1707490212
291,Zanjan,36.6736,48.4787,8.83,40,0,0.0,IR,1707490213
292,Prado,-17.3411,-39.2208,24.72,83,93,2.09,BR,1707490213
293,Mitu,1.1983,-70.1733,32.15,56,85,1.08,CO,1707490213
294,Vorgashor,67.5833,63.95,-18.35,93,9,4.95,RU,1707489954
295,Palikir - National Government Center,6.9248,158.1611,27.41,74,100,2.06,FM,1707490213
296,Rhinelander,45.6366,-89.4121,0.31,82,100,5.98,US,1707490011
297,Ancud,-41.8697,-73.8203,16.92,60,21,1.84,CL,1707490214
298,Kismayo,-0.3582,42.5454,27.6,78,17,9.54,SO,1707490214
299,Sao Tome,0.3365,6.7273,31.02,70,75,7.2,ST,1707490214
300,Carbonear,47.7332,-53.2148,0.41,91,37,6.03,CA,1707490214
301,Taoudenni,22.6783,-3.9836,28.29,6,29,1.52,ML,1707490215
302,Amherst,41.3978,-82.2224,13.74,71,91,6.71,US,1707490215
303,Antalaha,-14.9003,50.2788,26.95,87,86,2.12,MG,1707490215
304,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,29.89,79,40,2.57,BR,1707490215
305,Weno,7.4515,151.8468,27.97,78,40,4.12,FM,1707490001
306,Pemangkat,1.1667,108.9667,26.15,84,96,4.39,ID,1707490216
307,Barra De Santo Antonio,-9.4047,-35.5072,32.6,61,56,6.38,BR,1707490216
308,Hamilton,39.1834,-84.5333,13.84,68,100,5.14,US,1707490130
309,Ovalle,-30.5983,-71.2003,27.71,50,3,2.06,CL,1707490216
310,El Granada,37.5027,-122.4694,8.29,92,0,1.54,US,1707490216
311,Mandal,25.45,74.5667,16.0,22,0,3.72,IN,1707490217
312,Bayevo,53.2833,80.7667,2.27,99,100,10.04,RU,1707490217
313,Vadso,70.0744,29.7487,-12.91,85,40,5.14,NO,1707490217
314,Nizhnyaya Poyma,56.1622,97.1933,-1.88,95,100,4.58,RU,1707490217
315,Marka,1.7159,44.7717,27.44,79,99,10.27,SO,1707490218
316,Mejit,10.2753,170.8646,26.23,78,100,10.48,MH,1707490218
317,Tapes,-30.6733,-51.3958,29.46,68,33,4.21,BR,1707490218
318,Nova Olinda Do Norte,-3.8881,-59.0942,29.43,80,95,2.25,BR,1707490218
319,Saynshand,44.8824,110.1163,-22.13,92,7,0.91,MN,1707490218
320,Invercargill,-46.4,168.35,12.23,75,100,2.68,NZ,1707489941
321,Kamloops,50.6665,-120.3192,-2.46,72,0,0.45,CA,1707490219
322,Nyurba,63.2842,118.3319,-32.24,100,100,0.62,RU,1707490219
323,Bridgeport,41.167,-73.2048,7.21,88,75,2.57,US,1707489873
324,Impfondo,1.6381,18.0667,36.73,24,100,0.46,CG,1707490219
325,Havre,49.5833,0.3333,13.22,82,75,5.66,FR,1707490219
326,Kununurra,-15.7667,128.7333,26.99,89,100,2.06,AU,1707490219
327,Osorno,-40.5667,-73.15,14.17,88,100,2.57,CL,1707490092
328,Ta`U,-14.2336,-169.5144,28.79,80,100,8.35,AS,1707490220
